title,label,subject,time
「BA.5容易侵犯下呼吸道，造成肺部浸潤，引發續發性肺炎，會侵犯全身細胞、破壞大腦細胞」？,Fake,健康,2022/9/20
「身分證遺失不需向警察報案遺失、不需開立遺失三聯單、不需向金融聯合徵信中心登錄遺失紀錄...Real做法是親自前往戶籍所在地戶政事務所辦理身分證領/補/發手續」？,Fake,政治與政策,2022/9/19
影片「這位優雅的芭蕾女舞者出生於 1945 年，她今年76歲，與她的孫子合作演出」？,Fake,國際,2022/9/19
「今年諾貝爾醫學獎的健康忠告：只有四個字，價值3200萬！本屆諾爾貝醫學獎研究成果最接地氣的解釋就是不要熬夜」？,Fake,健康,2022/9/19
影片宣稱是「9月18日地震時，台北101大樓劇烈搖晃」？,Fake,生活,2022/9/19
「確診拿檸檬、蒜頭、 老薑、 黑糖加水熬煮飲用，結果隔天就好了」？,Fake,健康,2022/9/16
連結「財經新聞專題報導：竹科工程師爆肝不幹了，38 歲靠投資 NFT 提前退休」？,Fake,科技資安,2022/9/16
「烏克蘭東部俄軍潰敗後，白俄羅斯總統盧魯卡申柯表態要馬上派大使回基輔，修復關係」？,Fake,國際,2022/9/15
「英國宣布禁止給12歲以下的孩子注射新冠疫苗」？,Fake,健康,2022/9/14
「這是林百里兒子的FB：哪個國家會讓沒有公衛常識的牙醫當防疫指揮官」？,Fake,政治與政策,2022/9/14
影片「如果中國開始收復台灣，蔡英文逃到美國，美國會收留她嗎 問答記者會」？,Fake,國際,2022/9/14
「9/1那天領回65歲的免費快篩劑沒注意看，check 一下竟然是SARS-COV-2的試劑、當然對OMICORN是測不出來」？,Fake,健康,2022/9/13
「醫學新貴~新冠肺炎的醫治新工具 獨一無二的間質幹細胞 可以有效的改善病人存活率&縮短康復時間 自體喚醒機制，塗抹後自體產生間質幹細胞 逆轉青春活化細胞」？,Fake,健康,2022/9/13
兩段影片「台北三峽大豹溪 驚魂記...⋯⋯現在下雨季節最好不要去大溪玩」？,Fake,生活,2022/9/13
「爆! 蔡英文和賴清德在總統生日宴大打出手：賴清德考慮退黨」？,Fake,政治與政策,2022/9/13
影像「大批俄軍突然控制了俄國首都莫斯科交通，市中心已封鎖。不知道出什麼事了」？,Fake,國際,2022/9/13
影片「中國的拖吊車」？,Fake,科技資安,2022/9/12
「膝蓋軟骨根本沒有神經，哪來關節痛？其實就是膝蓋四週肌肉沾黏， 組織液無法進入，造成軟骨乾澀摩擦生熱，所以產生水腫...拍打，共震膝蓋四周肌肉，就能解除」？,Fake,健康,2022/9/12
影片「重慶人民造反，集體高喊核酸不做」？,Fake,國際,2022/9/12
圖卡「嘉義不肖孫打死阿嬤，案情大逆轉，檢方認定阿嬤年邁不經打。台灣有這種沒人性的法官，台灣執政政府歪曲政權」？,Fake,生活,2022/9/12
「聽說政府被爆出來向美國借錢，買美國武器，還要還美國利息」？,Fake,政治與政策,2022/9/9
「中國商務部暫停天然砂對台出口，一旦從中國進口的渠道被切斷，將對台灣製造晶片產生影響」？,Fake,環境能源,2022/9/8
「鄉民在PTT發帖抱怨，昨晚桃園一航又塞爆，確診500多例，整個機場直接當機，聽說是入境篩檢害的，要大家往同一個桶裡吐口水，一個人染疫導致傳染500多個」？,Fake,政治與政策,2022/9/7
「NCC一手遮天把台灣所有飯店『蓋牌』，只有『綠色』新聞電視台，完全沒有其他電視台」？,Fake,政治與政策,2022/9/7
"簡訊「""健保署""您的健保卡已失效。如何更新？直接點擊網址進行升級健保卡」？",Fake,科技資安,2022/9/7
影片「同父同母生的12個兄弟姊妹，全部都還活著，最大的113歲，最小的90歳，大家同聚一堂，真是讓人讚嘆！」？,Fake,國際,2022/9/7
圖片「中國無人機日前被金門獅嶼據點守軍擊落，有當地人放出疑似殘骸圖片」？,Fake,政治與政策,2022/9/6
「被殺警察的公祭！蔡前往，新聞戶外沒報導人民抗議的壯觀場面」、「綠色恐怖！今天被殺警察公祭，蔡英文前往，全台灣新聞媒體，沒人敢報外面的抗議」?,Fake,政治與政策,2022/9/6
「沙烏地阿拉伯國防部長抵達中國大使館拜訪，顯然中國人沒有告訴他會用鞭炮迎接」？,Fake,國際,2022/9/5
「現在的戰場環境實在是太透明，一個普通的中國民眾就可以從一張宣傳照上溯源肉搜出拍照地點，如此一來還有什麼秘密可言」？,Fake,政治與政策,2022/9/5
「蔡英文作票多260萬票的證據！檢察官『不畏強權』，中選會敗訴，終將要還原歷史」？,Fake,政治與政策,2022/9/2
「一盤炒苦瓜一個月毒倒8個人！苦瓜和蝦子一起吃竟等於吃毒藥，吃2口就能要了你的命」？,Fake,健康,2022/9/2
「一言不合就開打！美航艦剛通過敏感海峽，2架護航戰機就被擊落」？,Fake,國際,2022/9/2
「美國最毒一招，用華裔美國人來台，先加入台灣兵，混在其中，先開火，點燃台海衝突戰火」？,Fake,政治與政策,2022/9/1
「國際新聞，疫情在美國又開始嚴重了....Omicron 沒有免疫力，得了還會再得。 此病毒是沒有所謂共存...」？,Fake,健康,2022/8/31
語音檔「路上有人發傳單不要收，傳單有迷魂藥，拿了會頭暈，會被抓去柬埔寨當人頭」？,Fake,生活,2022/8/30
「觀光局昨日通知全聯會理事長的訊息如下:1.預定9/1 or 9/15 or 9/30(最遲9月/30) 會宣佈解除禁團令&降級...」？,Fake,生活,2022/8/30
影片「記者問白宮發言人如果發生台海戰爭美國會出兵問題，發言人答美國會做這麼愚蠢的事嗎？美國只是希望台海自相殘殺，賣武器而已」？,Fake,國際,2022/8/29
照片「去柬埔寨打工後……心好痛，這麼善良的台灣同胞，好氣！她們真的是想賺錢，為何要落井下石，真卑鄙，看了都想哭～」？,Fake,國際,2022/8/25
「主流媒體美國ABC電視台 終於承認----第 4 劑疫苗接種可能會關閉您的免疫系統 」？,Fake,健康,2022/8/25
「外媒報導：解放軍蘇35在台海攔截台軍四架F16，後者雷達失明倉皇逃竄」？,Fake,政治與政策,2022/8/24
「國泰金融疫情補助貸款中心.....8月正式開啟 台灣公民憑本人身分證即可獲取10到300萬新台幣的貸款額度...」？,Fake,科技資安,2022/8/23
「近幾年不要去東南亞國家，現在連旅遊都會整車被載去賣，不只柬埔寨，連泰國、菲律賓都是...在商場、路邊看到台灣人就持槍綁架」？,Fake,國際,2022/8/23
粉專收到Meta標示的貼文「提醒24小時內驗證身分，以防止臉書帳號被禁用」？,Fake,科技資安,2022/8/22
圖卡「新的詐騙手法，就是收到假的勞工保險局寄來的繳費通知...繳費後就會入到不知名帳戶去了，結果我下樓剛好收到我們要繳費的信，兩封一封金額完全不對，紙也沒浮水印在上面，看一下信也長得不一樣」？,Fake,生活,2022/8/22
影片「開火射擊可以用沖天炮….厲害了我的台灣」、畫面「台灣軍方放出一張F16V掛彈圖，網友發現這是P上去的」？,Fake,政治與政策,2022/8/21
影片「川普粉絲圍攻FBI…川普被抄家，憤怒的川粉自帶武器突襲圍攻FBI大樓，爆發槍戰7小時！美國或爆發內戰 」？,Fake,國際,2022/8/19
「新規上路啦！6月20日開罰啦!千萬不要為了遮掩太陽烈照而躲在畫有紅邊線上 均被拍到了罰鍰$600元」？,Fake,生活,2022/8/19
影片「世衛秘書長譚德塞暫未接種新冠疫苗」？,Fake,健康,2022/8/19
「美國新冠確診無須隔離，無須保持距離，確診學生仍可正常上學，確診者和沒確診者的規定是一樣的」？,Fake,健康,2022/8/18
「美國雷神、波音7人代表來到烏克蘭文尼察，7月14日遭俄軍飛彈擊斃」？,Fake,國際,2022/8/17
「邱彰說：蔡英文至少演練6次，搭乘黑鷹直升機從關島轉進美國」？,Fake,政治與政策,2022/8/17
影片「這個是在柬埔寨活器官摘除的影片，你還想要去柬埔寨嗎」？,Fake,國際,2022/8/17
影片「今天，聯合國正式警告美國：立即停止侵犯台灣，裴洛西必須為訪台道歉，否則解放軍無限期軍演」？,Fake,國際,2022/8/17
影片「駐洛陽火箭軍奉命向福建前線調動東風導彈」？,Fake,政治與政策,2022/8/17
連結「台灣銀行 政府補貼」領取補貼？,Fake,科技資安,2022/8/16
影片「連加拿大的國會都通過南京大屠殺納入教學的教材」？,Fake,國際,2022/8/16
影片「8月4日台灣台東上空看見轟六」？,Fake,政治與政策,2022/8/15
「大口喝水就像天下暴雨，對腎臟傷害最大；若是用吸管慢慢喝水，就如同天降甘露，流到腎臟的水就很少，就不會造成腎臟的傷害。生病時自己用吸管喝水比打點滴有效，而且無副作用」？,Fake,健康,2022/8/15
「今年入伍的陸官學生有200多人，結訓時退到只剩12人」？,Fake,政治與政策,2022/8/15
圖片稱「中國浙岱漁漁船登陸台灣」？,Fake,政治與政策,2022/8/12
影片「這是在湖北省建始縣花坪拍到的，難得一見的九頭鳥。十幾位攝影家，用了62天才拍到此影片」？,Fake,環境能源,2022/8/12
影片圖卡「人口販運直闖部落抓小孩。這幾日花蓮馬遠部落、立山村第8鄰，有陌生團隊假借媽媽教室、販賣兒童書籍等藉口，目標要帶走小孩子...」？,Fake,生活,2022/8/12
「呂秀蓮警告三軍統帥：別人子女會因你命喪黃泉，烏克蘭出了一個總統，一面倒附和美國，結果把國家帶向戰爭，數百萬人民流離顛沛，然後把責任推向蘇俄的侵略」？,Fake,政治與政策,2022/8/12
影片「巴西政府批准市民遇上或見到飛車搶劫劫匪時，可隨時任意追殺」？,Fake,國際,2022/8/11
連結「LINE輔助認證」要求提供簡訊認證碼？,Fake,生活,2022/8/11
中國民間衛星公司引用一張衛星圖宣稱，「可作為證據，直接駁斥台灣網路謠言宣稱解放軍手持望遠鏡照片為P圖」？,Fake,政治與政策,2022/8/10
圖卡「28歲的裴洛西年輕時候讓男人睡不著，80多時讓世界睡不著」？,Fake,國際,2022/8/10
照片「解放軍海軍官兵近距離目視台灣花蓮和平電廠，巡航台灣海岸線」？,Fake,政治與政策,2022/8/9
連結「台大醫院限時福利，名額有限，點擊鏈接報名，減肥黑科技上市」？,Fake,生活,2022/8/9
網站「宏碁開發《遠距醫療系統》，用微血管變化來偵測。各位可以將臉放在圓圈中間，作自我健康量測...」？,Fake,科技資安,2022/8/9
影片「解放軍發射的導彈穿越台灣島，拍攝位置疑似在宜蘭」？,Fake,國際,2022/8/8
「長榮航空30週年交通補貼！通過問券有機會獲得10000新台幣」？,Fake,科技資安,2022/8/8
「上海人口2489萬，台灣人口2348萬，人口數很接近的。新冠確診人數：台灣418萬，上海6.3 萬。新冠死亡人數：台灣7917人，上海595人。不比不知道，一比氣死人」？,Fake,健康,2022/8/6
「我們人民所看到的全是表面，政治人物下的大盤棋是我們看不到的。..某大學教授 寫於 2022/8/4」？,Fake,政治與政策,2022/8/6
傳言照片稱「裴洛西訪台踩中共紅線，屏東民眾擔憂安全，高舉五星旗迎接解放軍」？,Fake,政治與政策,2022/8/5
「在這張圖裡你能找到多少個圓形？凡是看不到的你就有跡象漸趨失智了」？,Fake,健康,2022/8/5
「在美國司法部網站看到一份文件，看到一家政治公關公司幫助我國聯繫遊說裴洛西多達16次，共花9400萬元」？,Fake,政治與政策,2022/8/5
「人造衛星把台北的防衛部署拍的那麼清楚、兩岸真幹起來，幾分鐘就被摧毀、打什麼打」？,Fake,國際,2022/8/5
影片「中國派火箭發射器至福建攻擊台灣」？,Fake,國際,2022/8/5
「授權新華社向全世界通告：中華人民共和國恢復行使對台灣主權，台灣的一切海權丶空權由中華人民共和國管轄」？,Fake,國際,2022/8/5
「桃園機場已經完全停飛」、「阿共仔演習封鎖台灣，機場停止起飛與降落了」？,Fake,政治與政策,2022/8/5
圖卡稱「平潭遠程火箭彈掠過台灣上空」？,Fake,國際,2022/8/4
「路透社駐美記者：美議長裴洛西專機於美東時間7月29日凌晨自美國西海岸 惠德貝島海軍航空基地起飛，抵達阿拉斯加州安克雷奇機場休息一小時，隨後飛向亞洲。專機右側發動機突然故障不得不原路轉回阿拉斯加州」？,Fake,國際,2022/8/4
圖卡稱「央視報導：中國政府決定撤離在台灣的中國公民，於8月8日前撤離完畢」？,Fake,政治與政策,2022/8/4
影片「好可怕，連吃的米，都可用塑膠製成。魚目混珠，根本看不出」？,Fake,生活,2022/8/3
圖片「軍隊海岸集結劍指台灣」？,Fake,國際,2022/8/3
「美國眾議院議長佩洛西之所以這麽反華，原來是在中國有案底。31年前，因為在北京涉流氓罪被公安機關拘留過數日。從此便恨上了中國」？,Fake,政治與政策,2022/8/3
圖片「3架轟炸機在台北上方盤旋」？,Fake,政治與政策,2022/8/3
影片「福建靠近台灣邊界地區響起民防警報聲」？,Fake,國際,2022/8/3
影片「裴洛西的專機由戰機護航，比美國總統出訪還壯觀」？,Fake,國際,2022/8/3
Yahoo推特帳號8月2日早上稱：「裴洛西專機被擊落，美方證實。美國總統辦公室今天宣布，原定訪問台灣的裴洛西專機在台灣海峽上空突然失聯.....」？,Fake,國際,2022/8/2
「裴洛西抵日疑似中暑，日媒《產經新聞》矢板明夫公開表示：裴洛西議長於淩晨落地後，隨即出現了頭暈、嘔吐、腹瀉等癥狀」？,Fake,國際,2022/8/2
新聞影片「牛奶殘酷真相～白色毒藥。一公升牛奶含7.5億細胞」？,Fake,健康,2022/8/1
「美國軍方公布了佩洛西一行乘坐的空軍一號的安全空間為185公里 任何進入此範圍都將被擊落」？,Fake,國際,2022/8/1
「手機對著電視螢幕拍照，將照片放大，若圖片顯示紅綠藍三種顏色像素點排列就是真4K，如果是紅綠藍白四種顏色就是假4K」？,Fake,科技資安,2022/8/1
影片稱「中國軍隊在軍事演習中在台灣海峽附近發射實彈」？,Fake,政治與政策,2022/7/31
「實證醫學查核，各國已有多起疫苗接種之MIS案例，均未曾感染病毒」？,Fake,健康,2022/7/30
圖卡「1946年三個女孩報考清華落榜，落榜的女孩分別是：清華建築系主任梁思成的女兒梁再冰，文學院長馮友蘭女兒馮鍾璞，校長梅貽琦的女兒梅祖芬。這讓人看到了那個年代中國教育的公平與良心」？,Fake,政治與政策,2022/7/29
「千萬記住桃子不能與西瓜一起吃，產生劇毒性，會馬上喪命」？,Fake,健康,2022/7/29
「衛福部網站申請紓困/補助」？,Fake,政治與政策,2022/7/29
文章「加拿大禁止空運進出，每天有1000多人死亡。阿拉伯封鎖，沒有進出港航班...病毒捲土重來...不咳嗽，不發燒，很多關節痛、頭痛、頸部和上背部疼痛、全身無力、食慾不振和肺炎...毒性更強，死亡率更高」？,Fake,國際,2022/7/28
影片「美國宇航員從太空跳向地球的現場直播影片，美國宇航員從3萬9千米的太空，以血肉之軀縱身躍向地球...」？,Fake,國際,2022/7/28
「世界衛生組織現任總幹事譚德塞已被國際刑警組織逮捕」？,Fake,國際,2022/7/28
影片「活了30年才知道，原來這種小蔥不能吃，多虧鄰居提醒我，真是長見識了，難怪幾年前曾經看過報導說：宜蘭三星地區農民得癌症比例很高」？,Fake,健康,2022/7/28
影片「世界首輛磁懸浮汽車浮舟被製造出來，它採用磁懸浮技術，不需額外組裝輪胎」？,Fake,科技資安,2022/7/28
「槍殺日本前首相安倍晉三的兇手山上徹也請了名為水下進律師辯護，律師辯護詞稱安倍不是死於槍殺，是死於搶救Fake」？,Fake,國際,2022/7/27
影片「五台山出家尼姑撈足功德錢下山结婚，眾尼姑前去婚禮祝賀，這世道不按常理出牌全亂套了」？,Fake,生活,2022/7/27
影片「可樂能腐蝕掉牙齒，當然可以腐蝕掉皮膚、血管，如果人泡在可樂裡一個月將中毒身亡，有可能會屍骨無存」？,Fake,健康,2022/7/27
照片「這是沙烏地阿拉伯王儲與美國總統拜登見面的手勢，老沙guts有種！」？,Fake,國際,2022/7/26
簡訊「您的貨運單號是70****76，請透過以下連結」？,Fake,科技資安,2022/7/22
影片「沙烏地阿拉伯九人強姦七歲幼女，全部處死砍頭 ，這個影片稀有罕見！要看快看，不然速冊⋯⋯太恐怖一刀斃命人頭落地，超鋒利的刀刃」？,Fake,國際,2022/7/21
「美聯社報導，英國首相強生今天在唐寧街10號正式宣布，辭去首相職務，以全職身分出任中國公司歐洲總代理」？,Fake,國際,2022/7/21
"簡訊搭配連結「""宜家餘額提醒""尾號8436用戶，您累計26999分於7月30日全部清零....」？",Fake,科技資安,2022/7/20
影片「當歐盟仍慢慢商討如何部份限制俄羅斯途經立陶宛通往俄羅斯加里寧格勒的鐵路運輸，立陶宛廢話少說，一不做二不休，立即將該鐵路拆除」？,Fake,國際,2022/7/20
影片：「螞蟻或小蟲爬進耳朵，用手指堵住另一側耳道，可使蟲因缺氧爬出」？,Fake,生活,2022/7/20
圖卡「台灣新邦交國索馬利蘭官員飛抵台北參訪，接待小姐不敢正視，笑到沒力」？,Fake,國際,2022/7/19
「有趣了！7/21起實施進口買賣中國商品，必須用人民幣做交易。這個殺傷力更強，老美搞出俄烏戰爭玩弄SWIFT，真的是弄巧成拙」？,Fake,國際,2022/7/19
「癌症終於被破解了！如果一個人體內有癌症，最重要的就是要在短期內盡可能攝取到最大量的B17。喝馬鈴薯生汁據說可以有效控制癌細胞」？,Fake,健康,2022/7/18
「伊維菌素消滅癌症！數據原理如下：..伊維菌素無法把鋅塞進去癌細胞，導致刺突蛋白只能去破壞癌細胞...」、「據說，伊維菌素可以治療癌症。因為癌症是真菌（寄生蟲）-白色念珠菌引起的。」？,Fake,健康,2022/7/15
「國際報導、英國媒體列出世界上最糟糕的15個領導人，蔡英文當選最爛領導人第二名」？,Fake,政治與政策,2022/7/15
影片：「屏東牡丹水庫滿水位，溢流瀑布下可撿魚」？,Fake,生活,2022/7/14
「還要接種嗎？！英國國家統計局發現，兒童接種死亡率比未接種高52倍 」？,Fake,健康,2022/7/14
「是巧合，還是真有其事，馬航飛機失蹤，李白早在一千多年前就有預言...小日本要完了，李白也早有預言！」？,Fake,生活,2022/7/14
影片「我的天啊！蔡英文居然自己設置安倍靈堂，還帶著政府官員祭拜！我們是大日本國台灣州嗎」？,Fake,政治與政策,2022/7/14
「到花蓮旅遊，遊覽車司機開車，開到自己掉出來，好猛⋯⋯」？,Fake,國際,2022/7/13
「台灣新聞居然沒報導！選戰比較重要？轉貼哈根達斯：檢測到的致癌物」？,Fake,生活,2022/7/13
圖卡「日本電視台主播在播報安倍晉三去世時，忍不住笑了笑，雖又收住，但被網友節錄了下來」？,Fake,國際,2022/7/12
影片「只要4招！拒絕COVID-19找上門，綠茶漱口可以清除病毒，喝百合水能滋潤黏膜，服用玉屏風散、每天攝取3公克維生素C、快速呼吸法都能提升免疫力」？,Fake,健康,2022/7/12
「快訊: 凌晨12:02分，原安倍晉三安保團隊中有六人，在奈良醫科大學附屬醫院外停車場集體切腹自殺， 武士道精神...」？,Fake,國際,2022/7/12
「美歐地區一些鳥類可能會帶著猴痘病毒陸續傳染到亞洲地區，因此，如果看見不能飛不能走，在掙扎的鳥兒，請不要去抓去逗，恐感染猴痘」？,Fake,環境能源,2022/7/12
「新冠疫苗白挨了，大數據證實～新冠疫苗沒效？」,Fake,健康,2022/7/12
影片：「歷史上從來沒有過這麼多運動員在運動場上猝死，一切的根源都是從強迫運動員打疫苗之後發生的」？,Fake,健康,2022/7/11
「日本前首相安倍晉三表示，在這世上，每個人都活得這樣辛苦，我曾經羨慕過的人，我曾經嚮往過的人，我曾經愛過的人，我曾經恨過的人。最後我才知道，他們每一個人，其實都和我一樣，活得千辛萬苦」？,Fake,國際,2022/7/11
圖片「台灣軍事武器物資在烏東前線，札波羅熱地區國土防衛旅收到一批來自台灣的60公厘迫擊砲彈，與塞爾維亞製的60公厘迫砲管結合使用」？,Fake,國際,2022/7/11
照片指稱「安倍晉三隨扈、神級女保鏢，34歲女忍者石田萌美也在場」？,Fake,國際,2022/7/10
「台僱傭兵在烏被俄俘虜，俄參謀總長說:全部打包送中。中說:他們不是正規軍。隨你們處理」？,Fake,國際,2022/7/9
連結「防疫註冊補助，申請領取」？,Fake,科技資安,2022/7/8
圖片「出生在美國路易斯安那州的艾莉莎亞‧卡森將乘馬斯克的乘龍飛船飛往火星」？,Fake,科技資安,2022/7/8
「YahooNews、BBCNEWS推特帳號7月8日中午發布安倍晉三的速報」？,Fake,國際,2022/7/8
圖卡「新當選的盧森堡總理是個同性戀也就罷了。你見過這樣的第一夫人嗎」？,Fake,國際,2022/7/7
「家有出廠五年以上的機車，機車定檢不再寄送通知單，逾期未定檢將會直接收到罰單」？,Fake,生活,2022/7/7
照片「韓國總統的全家合照...總統夫人完美大美女..下一代無法逃脫基因的現實而露餡」？,Fake,國際,2022/7/6
影片「外國人唱中國流行老歌《縴夫的愛》」？,Fake,國際,2022/7/6
「德國科學家們向德國總理和衛生部長建議，每天是用阿布莫納克的半熱溶液漱口...如果所有人每天用半熱的鹽水漱口數次清嗓子，那麼病毒將在一周內在整個德國完全消除」、「德國式預防措施終結了新冠病毒」？,Fake,健康,2022/7/6
：「衛服部癌症死亡率第一名是氣管肺癌...衛生紙上面有很多化工原料，還有很多粉塵跟看不見的PM2.5…積久了肺就...」？,Fake,健康,2022/7/6
圖片「俄羅斯總能給人意外驚喜！耐吉宣布全線退出俄羅斯市場，俄羅斯蘇維埃“耐吉鞋”閃亮登場…直接在耐吉LOGO上加了一把錘子。和鐮刀加上錘子的LOGO有極大相似之處，而且還保持了耐吉的勾勾…」？,Fake,國際,2022/7/6
「有錢人感染了新冠為了不留下任何後遺症會直接找人換一個健康的心肺...許多台灣民眾都有來報警，但台灣官員包庇人口販子，報道稱只有十幾個失蹤案例，其實不止」？,Fake,生活,2022/7/5
「確診者死亡數跟打不打疫苗打幾劑好像都沒關係，好像打多劑的更嚴重」、「只打1劑與打2劑疫苗者死亡之人數反而比打滿3劑者還低很多」、「打滿三劑死的還比沒有打的死亡人數高」？,Fake,健康,2022/7/4
影片稱「喜歡踏青的請注意...台灣已有吞人的大蛇，繁殖出沒，勿單獨一人去山林草地」？,Fake,環境能源,2022/7/3
文章「荷蘭被俄羅斯斷供天然氣，意味著歐洲將沒有菜吃。歐洲九成的菜類都靠荷蘭供應，荷蘭是世界聞名的溫室栽培技術，天然氣被斷，等於溫室停止作業」？,Fake,國際,2022/7/1
影片：「這牆紙太美了 這就是電子紙，全世界台灣產量第一！元太工業 貼紙佔世界85% 了不起的台灣技術」？,Fake,生活,2022/6/30
訊息「台中敬老卡大升級，9月起搭小黃沒有85元的限制，7月可先看診，9月還可搭台鐵」？,Fake,政治與政策,2022/6/29
影像「可怕的猴痘感染」？,Fake,健康,2022/6/29
媒體報導「德國研究指出，每天漱口漱喉嚨，可有效減少喉中病毒量，相對也可減低產生重症的機會...漱口可以減少口喉九成病毒量...民眾不管是用，自來水漱，用開水加食鹽，或是用漱口水，都會有效果，而且最好要漱30秒以上」？,Fake,健康,2022/6/29
「美國媒體報導拜登表示烏克蘭也許需要割地給俄羅斯作為議和條件」、「美國傳媒報導拜登不反對烏克蘭割地求和」？,Fake,國際,2022/6/29
影片「一個德國的6歲的癌末兒童的願望是希望有哈雷機車從家門口經過...結果來了20000輛～一群人的善行，圓滿️一位赤子的夢想～真是世上最美好的風景」？,Fake,國際,2022/6/27
「淋巴殺手細胞追殺新冠疫苗產生的刺突蛋白，造成死亡...接種越多次越糟，免疫系統更具攻擊性」、「新冠疫苗會讓血管受損」、「接種新冠疫苗將導致全世界肺結核爆發」？,Fake,健康,2022/6/24
影片「越南路考」、「越南的機車路考簡直是特技」？,Fake,國際,2022/6/24
影片：「崔台菁70歲壽宴，與他兒子的開場舞非常精彩」？,Fake,生活,2022/6/24
文章「美國衛生院文章揭露疫情陰謀，不要打疫苗，不要戴口罩，疫情是假的」、「美國衛生研究院NIH官網公布一篇論文，揭露很多黑幕以及全球對於疫情的操控」？,Fake,健康,2022/6/24
