title,label
影片西方媒體擺拍俄軍轟炸烏克蘭平民,1
金門二次確診累計30例 年齡最小1歲、最長100歲,0
竹市莫德納次世代雙價疫苗 今開放預約、明天開打,0
三星旗艦機Galaxy S22系列2月9日亮相 銷量能否重返高點待觀察,0
過了保存期限就要丟掉這 6 種食物還是可以吃,1
20大前夕中國通報首個BF.7病例  當局防疫更嚴,0
日本友人傳來的煙火這個特殊的煙火本來是要在東京奧運的時候放的但是現在沒有舉辦就放給所有的東京市民看真的很美,1
新聞照片日本議員山田賢司稱：AZ會產生血栓啦不能給我們日本人用都丟給台灣人他還會謝謝我們喔,1
世衛組織研究發現：唯有素食者可不受新冠病毒感染,1
維持東北亞穩定 駐韓美軍司令：正在準備應急計畫因應中國犯台,0
美國已禁止 新聞媒體直播 各州暴亂情況,1
祖克柏：由我自己來回答為何娶醜妻,1
俄侵烏失利 季辛吉：習近平將調整與美關係,0
香港新增4369例確診  境外移入個案增加,0
指揮中心何時該裁撤 專家提醒先想清楚這兩件事,0
圖卡大陸禁入石斑魚台灣要以禁入新冠一號原料為報復阿達的農委會主委,1
駐美軍團大樓整建完工 盼台美軍事關係更緊密,0
文章稱石正麗凌晨發出警告：新冠病毒將透過蚊蟲傳播變成蚊冠病毒,1
會浮在水面的麵是有加明礬的、吃泡麵會得癌症、牙齒掉光、流產,1
群眾與挖土機發生衝突影片宣稱看看印度太殘忍了得新冠病毒感染者治不了。就活埋！,1
影片宣稱不要直接用嘴飲用罐裝的飲料...以下影片是一種蠕蟲在罐頭上很小粘在嘴唇上後會鑽入皮膚...,1
桃園高雄疫情兩頭燒 本土＋21 境外＋43,0
媒體報導過午別吃地瓜養生地雷…地瓜有防癌功效、能有效防止鈣質流失、美化肌膚、防治內臟下垂……不過千萬要注意最晚一定要在中午12點前吃完,1
中共國慶前夕 台灣民間團體籲抵抗中國威權擴張,0
文章美國衛生院文章揭露疫情陰謀不要打疫苗不要戴口罩疫情是假的、美國衛生研究院NIH官網公布一篇論文揭露很多黑幕以及全球對於疫情的操控,1
影片宣稱特朗普黑幫全都接種了新冠疫苗！2020年4月20日特朗普的新冠新聞發布會露出驚天秘密...難怪...特朗普新冠檢測始終陰性,1
夜尿並非膀胱功能失常是因為老年人心臟功能老化衰竭...睡前一定要喝點温開水半夜起來尿尿後一定要再喝點温開水因為不喝水可能會奪走你的性命,1
家禽之王梵天雞 身高超過1m...體型如五六歲小孩,1
影片全國發出警示...韓國字包裝的金針菇...極有可能帶有一種李斯特菌。目前已有4人食用後死亡,1
影片宣稱它是一種獨特的藥用植物俗名：『風不動』有風時不動無風時反而自己搖動,1
影片這是昨晚北京的煙火。天啊~傳統與5G真是甘拜下風！、看看上海燈光煙火秀,1
這些罷韓的50多萬年輕人都是春節前將戶口遷來高雄的,1
花生和紅棗一起煮老花眼不見了血壓也下降了、花生米+大棗 降血壓、降血糖、防老花眼,1
紐時：莫德納追逐獲利優先給富國 令窮國難以取得疫苗,0
疫情多地延燒 本土＋34 境外＋93,0
疫情震盪 本土+2萬8513例 較上周增1%,0
這是林百里兒子的FB：哪個國家會讓沒有公衛常識的牙醫當防疫指揮官,1
天下永續公民獎出爐  龍巖五度獲小巨人獎,0
影片宣稱三藩市朋友發來美國現時的治安真的非常的混亂...片中案情發生在加州洛杉磯的San Gabriel真人實事的搶劫凶案,1
長者確診有４種非典型症狀 醫：當心恐間接致死,0
內蒙古書記談疫情：殺雞用牛刀  不得擴散至北京,0
防疫經費編列  蘇貞昌：錢都花刀口上 勿扭曲,0
女童確診後3週高燒不退！一量血壓母嚇壞  醫曝病症主因,0
中央氣象局地震預報：中央山脈斷層昨日被關山地震啟動不排除未來會有7級、8級的地震發生,1
兆豐保險獲首輪核准銷售移工Covid-19住院醫療險 保障最高50萬,0
圖片3架轟炸機在台北上方盤旋,1
蘇揆盼產業各界齊努力 讓台灣持續人才輩出、產業創新,0
文章吃肉無異於吃毒...美國參議院營養問題特別委員會向全美提出的轟動性報告是有史以來最龐大的飲食健康報告,1
今日新增本土11例 境外移入49例,0
泰國軍警再傳重大殺人案 心理健康問題受關注,0
美新空軍一號沒法打核戰 外媒曝：只因川普這小要求,0
【即時短評】無視確診黑數 政府寧用假數字矇眼防疫,0
佛道雙修協會增15例 本土＋16 境外＋51,0
公費疫苗平台第22期自9日起開放符合資格民眾預約追加劑,0
邊境即將開放 台旅客最想造訪日本、美國和德國,0
台灣的防空系統在中國南海擊落了中國的飛機和無人機,1
看新聞才知誤打疫苗！寶寶精神不佳 桃園家長怒：關懷電話沒道歉,0
圖片出生在美國路易斯安那州的艾莉莎亞‧卡森將乘馬斯克的乘龍飛船飛往火星,1
預防流感高峰 南投醫院10月1日接種施打公費流感疫苗,0
影片一對意大利情侣本来約定今年完婚女友感染新冠肺炎在搶救男友見最后一面果断脱掉防護服並親吻女友,1
影片宣稱今天上午美國白宮正式給川普請來巫師...川普背後好幾個美國議員緊抓著川普的肩膀難中求福...只讓病毒趕快消失,1
研究：母嬰傳染COVID-19非常罕見,0
影片宣稱世界最大水族館在桃園高鐵站旁己開幕了世界一流水準也算台灣之光...,1
梳子造型刀照片宣稱轉傳國教署通知：提請留意若看到學生拿著梳子請留心檢查,1
蘇揆宣布10月13日全面開放國門 一圖看懂0+7規定,0
自費PCR價格3500元會下調嗎 薛瑞元揭機會不大原因,0
中國拚經濟復甦 提振消費擴大投資為首要工作,0
請幫忙把秘方（荔枝腰子湯）傳給大家知道腎病從此不用再花錢洗腎受苦救一個人等於救一個家庭,1
照片將澳洲大火時的衛星雲圖與中國對照暗示中國汙染比澳洲還嚴重,1
莫德納擴大亞洲業務 宣布將設台灣辦公室,0
美國第2先生染新冠 賀錦麗採檢陰性,0
接種新規定 39場所人員 需打滿兩劑疫苗,0
公費快篩年底前可領 擴增37家偏鄉、離島定點診所加入,0
影片勇敢的烏克蘭小女孩罵跑俄羅斯軍人 、你們的聲音雖弱小但讓整個世界震撼！,1
媒體報導研究證實吃辣可能導致失智症...研究結果顯示每天吃超過50g辣椒的人記憶力衰退和認知能力變差的風險為一般人的2倍,1
第6波疫情來勢洶洶 日本擬大規模施打追加劑,0
圖片喜馬拉雅山的靈猴花開了二十年才開一次,1
拜登聯大演說訴諸團結 強調競爭但不打新冷戰,0
接種疫苗要打在右手臂、離心臟遠一點打疫苗最好遠離心臟因此最佳部位是（1）打屁股、（2）大腿、（3）右臂避免打左臂因左臂離心臟太近了,1
美CDC開綠燈 全面批准莫德納疫苗供18歲以上接種,0
印度神器煮牛尿吸蒸氣殺新冠病毒,1
南韓解除口罩規定！26日起戶外全面免戴口罩,0
花蓮慈濟醫院收新冠病人至今沒有一位死亡主要是因為中藥方『淨思本草飲』民眾每天服用一包可以預防,1
澳洲日本反對無效！22日中國成功加入CPTPP；台灣跟風大陸申請加入CPTPP遭拒絕！台代表當場怒罵日本收錢不辦事,1
菲律賓政府免費送口罩...商家在街頭免費發口罩照片,1
烏克蘭人在eBay賣俄羅斯的二手坦克,1
一招教你在疫苗地圖找施打院所、預約第三劑疫苗！,0
馬克宏傳規劃20大後訪中 專家：釋放錯誤訊息,0
4種食物（番茄、蜂蜜、未熟水果和大白菜）千萬不要放進冰箱...因為冷藏後只會加速變質,1
快訊/ 日本解除106國邊境管制4月8日實施 名單中…沒有台灣！,1
新聞影片牛奶殘酷真相～白色毒藥。一公升牛奶含7.5億細胞,1
粉專收到Meta標示的貼文提醒24小時內驗證身分以防止臉書帳號被禁用,1
多倫多大學藥學教授將這份資訊寄給家人...醫生和科學家現在對Covid-19的了解更多我將列出2020年2月不知道的五件事,1
血管堵塞20％沒感覺；血管堵塞40％容易累；血管堵塞50％血壓開始升高失眠抵抗力下降...,1
境外移入＋3例 無新增死亡,0
可怕的訊息終於宣佈：美國正式宣布了：基因改造食物含有嚴重的毒素終於爆開了,1
影片宣稱普丁彈奏中華民國國旗歌,1
韓國商人舉辦研討會公開販售貓狗皮毛製作的衣物裝飾用品,1
朴槿惠出版《一個人的生活》寫到：朴槿惠和高英男秘密相愛....高英男來到了朴槿惠父母墓前點燃自己..一把骨灰留在了荒野,1
訊息台中敬老卡大升級9月起搭小黃沒有85元的限制7月可先看診9月還可搭台鐵,1
線上直播節目要延遲播出 中國研擬新規網友吐槽,0
影片2020年10月來自FDA的第16頁報告明載著一個關於實驗針劑的副作用『兒童多系統炎發症候群』簡稱MIS-C  而台灣為了催針竟扭曲事實謊稱是確診引起,1
東加王國出現首例COVID-19確診 當局警告恐封城,0
影片稱手機放枕頭下手機爆炸使男子整個腦袋被炸開,1
就是這道光！研究發現消毒殺菌的新紫外線 ,0
香港研究：COVID-19口服藥可降低死亡風險,0
《半導體》股后也得敬升息三分 外資降價至2100,0
台灣水電師傅倫敦挑戰高空垂降 幫助慈善募款,0
日本政府擬解口罩令 民眾懼疫情仍緊戴,0
川普施打並推廣COVID-19疫苗追加劑 白宮表達感激,0
影片高雄壽山特勤隊台灣獼猴分隊、高雄壽山麓遠近馳名的猴齊天特勤蒐食部隊,1
拜登COVID-19篩檢仍為陽性 症狀改善持續隔離,0
莫德納次世代疫苗開打 高雄首日約1500人完成接種,0
這8種鹼性水果每一個都是排尿酸高手、這5種瓜是排尿酸高手尿酸高的人要多吃加速尿酸排洩痛風不來找,1
車禍頻傳新聞報導幾乎都是司機自撞讓人不得不聯想最近疫苗大規模接種是否造成駕駛腦霧恍神釀成悲劇,1
影片小男生很有天份長大一定是出色的舞者可惜他卻成法國總統一馬克宏舞伴是他的老師也成了他的妻子...,1
葡萄屬於強鹼性食品...一位服務於公賣局台北啤酒廠的張先生...依照呂革令博士的建議少吃酸性食物多吃鹼性食物...發現腫瘤已呈現萎縮狀態,1
疫苗覆蓋率高 馬來西亞完整接種者取消旅行限制,0
病感失認症一種暫時性的健忘...如果有人意識到他的記憶問題他就沒有阿茲海默症...通過3個神經學測試找出C、6、N代表可以取消每年一次的神經科門診跟阿茲海默症一點關係都沒有,1
華府警告 Omicron亞種恐致美國今秋染疫人數上億,0
文件最新消息：美國眾議院外交委員會有關新冠病毒起源和武漢病毒所的調查報告中文版出爐了！,1
解封行情失靈 航空雙雄股價續挫,0
美國軍方公布了佩洛西一行乘坐的空軍一號的安全空間為185公里 任何進入此範圍都將被擊落,1
指揮中心等明年6月退場王必勝曝達4條件才降級解散,0
影片蒲亭正式命令四大戰區...如果美國及北約聯軍在黑海挑釁...我命令你們用核武器回擊回擊他們的國家本土...我要求你們五天之內佔領歐洲,1
越南海防市：台資帶來近萬職缺  盼科技業續進駐,0
駐愛爾蘭代表處國慶酒會 彰顯台灣堅守自由民主,0
影片：任何一塊最普通的肥皂 都可以殺死99.9%的細菌。請多用肥皂洗手或洗澡而不要用洗手乳或沐浴乳！沐浴乳中的月桂醇聚醚會和細胞發生二惡烷二惡烷是頂級致癌物所以我之前就叫你們不要用沐浴乳洗澡了,1
影片一大早台軍大亂！一槍幹掉長官！然後投降解放軍！在軍營裡蘋果直播不洩密用華為就是洩密；他的兒子四個月才開過一次槍每人總共五發子彈說是預算不夠不想開槍的可以把子彈給別人或者省下來,1
芬蘭總統染COVID-19後又得肺炎 狀況好轉將出院,0
疫情值高原期 長照機構陽性率上升,0
陳慶瀚陳嘉甄兄妹同獲桂冠 浯島文學獎傳佳話,0
108年1月1日將有重大變革警方逕行舉發之違規案件也納入記點.....一年內記滿13點吊銷駕駛執照,1
影片天哪！澤倫斯基曾自己承認吸毒。如果是選前說的人民就是自作孽不可活,1
癌症打一針就好了！動物實驗已100%成功,1
輕症也難擋 美專家警告：感染新冠恐提早10年失智,0
比COVID更嚴峻 抗藥性感染一年奪命上百萬,0
女性耳鼻出血照宣稱大多學生遭藍色化學酸性液體水柱沖擊呈現失溫狀態及耳膜震裂估計已有多位同學傷重血流不止,1
政府强行以行政命令 通過准予吸毒者、愛滋病毒感染者、梅毒、花柳病毒感染者、C肝炎、B肝炎可以捐血,1
媒體報導日本接種率低 揭4黑歷史...日本在接種類風濕性關節炎疫苗的時候因為劑量過重所以也導致22人罹患間質性肺炎甚至有9個人死亡,1
台中精機盼新台幣貶至32元 工具機能見度看到年底,0
東京增1萬7526例創週日新高 橫濱群聚7人死亡,0
影片宣稱阿根廷～在羊駝體內發現抗新冠病毒1000倍的抗體！上帝的解藥來了！給羊駝噴一下口水就夠了,1
10月13日前返台者不能0+7王必勝：就是3+4,0
建議在家中放可樂萬一家中不幸發生火災時與其浪費時間去取水倒不如使用一瓶可樂,1
症狀輕不代表輕症 Omicron對慢性病患仍致命,0
斯洛伐克大報專訪李南陽 駁斥中國在聯合國謬論,0
綠委爭取延長醫事人員免費心理諮商方案 擴大適用對象,0
從3月1日開始早安、午安、晚安圖片要收費、從八月一日開始凡是用圖片問候早安都會開始雙方收費,1
一組日本醫生證實...熱水在解決一些健康問題上是百分百有效的,1
日本10月11日開放免簽自由行,0
生肉用水洗 易細菌感染恐致命,1
疫情收斂中 本土＋4 境外＋45,0
用花椒水泡澡一天兩次竟然把腫瘤慢慢縮小皮膚傷口癒合了...竟然化療掉的頭髮慢慢地都長出來了,1
Fed升息何時到頂專家曝最快時間點,0
遊樂市場復甦 智崴接獲6套大型體感設備訂單,0
新加坡鬆綁室內口罩令 近日確診案例增近4成,0
