title,label,subject,time
NBA》公開拒打！巫師畢爾嘲笑疫苗無用,Real,體育,2021/9/28 08:15
品觀點｜8縣列高風險縣市 累計全台9萬人居隔,Real,生活,2022/4/26 18:00
12歲以下不能打疫苗 先進國家如何防堵開學染疫潮？,Real,財經,2021/9/18 09:00
河野太郎確診COVID-19 曾出席安倍守靈儀式,Real,國際,2022/7/13 15:08
義大利新增逾21.9萬例新冠確診 創紀錄新高,Real,國際,2022/1/7 03:33
《經濟》星展10卦卜台灣 GDP上看3％、房市軟著陸,Real,財經,2022/1/4 15:06
日核准新冠藥物Sotrovimab 用於治療輕症,Real,國際,2021/9/28 09:29
美海軍1近岸作戰艦25％人員確診 部署任務中止,Real,國際,2021/12/28 15:54
美CDC籲孕婦打新冠疫苗 防重症死亡風險,Real,國際,2021/9/30 09:14
新增4例COVID-19境外移入確定病例,Real,生活,2021/11/13 15:11
《生醫股》國光COVID-19疫苗印尼臨床 明年1月開打第一針,Real,財經,2021/12/20 13:41
愛滋、肺結核及瘧疾防治因新冠受阻 需龐大資金,Real,國際,2022/2/23 15:11
美防疫專家：夏季前有望找出下階段用疫苗追加劑,Real,國際,2022/4/30 04:27
世衛：Omicron未必較Covid－19其他病毒株溫和,Real,國際,2021/12/21 04:45
日本和歌山：COVID-19無症狀患者1／4稍後出現肺炎,Real,國際,2021/10/29 23:33
研究：染疫增加嚴重血栓風險 疫苗有助預防,Real,國際,2022/4/7 13:08
瑞信董事長違COVID-19隔離規定 宣布辭職,Real,國際,2022/1/17 15:31
這區域陷入美中碰撞 專家警告：面臨生存危機,Real,國際,2022/5/27 18:39
第6波疫情來勢洶洶 日本擬大規模施打追加劑,Real,國際,2022/1/11 08:44
華電網一名員工確診 華電網：相關同仁已進行快篩,Real,財經,2022/4/6 20:56
加拿大將祭強制令 公僕、軍警與旅客都得打疫苗,Real,國際,2021/10/7 13:36
疫情收斂中 本土＋4 境外＋45,Real,生活,2022/2/21 15:08
今日新增1例死亡 本土＋5 境外＋40,Real,生活,2022/2/15 14:58
疫情再炸彰化新增４確診 與台中婚宴關係鏈有關,Real,生活,2022/4/1 14:42
COVID-19仍可能變異 日本暫不調降傳染病分級,Real,國際,2022/4/23 13:16
高端也在做 COVID貼片疫苗澳洲實驗前景可期,Real,國際,2021/10/30 18:00
境外移入＋14例,Real,生活,2021/12/29 14:41
不只白宮發言人莎琪 美前國務卿希拉蕊也確診COVID-19,Real,國際,2022/3/23 09:05
時論廣場》Omicron全球經濟攔路虎 春天何時來（丁學文）,Real,時論廣場,2022/1/19 19:48
美軍士兵「頭號殺手」 將軍：驕傲自負,Real,軍事,2022/5/19 23:16
因果螺旋模式 試想COVID-19防疫之道,Real,產業特刊,2022/7/9 04:10
東京新增確診4836例 近2個月來首度降至5千例以下,Real,國際,2022/3/14 20:42
就是不會感染新冠病毒？ 醫曝英國研究驚呼：這些人真實存在,Real,生活,2022/3/19 23:53
英女王確診後首次會面行程 會見加拿大總理,Real,國際,2022/3/7 23:06
菲律賓前總統羅慕斯因COVID-19病逝 享耆壽94歲,Real,國際,2022/7/31 20:22
Omicron席捲歐洲 多國COVID-19新增確診創新高,Real,國際,2021/12/29 04:31
打高端想出國怎麼辦？指揮中心推新方案,Real,生活,2021/11/12 14:30
世衛：中國清零政策無法持續 應改變政策,Real,國際,2022/5/11 12:27
WHO警告 Omicron擴散恐導致更危險變異株出現,Real,國際,2022/1/5 10:07
別自己嚇自己！何美鄉曝感染Omicron罹患長新冠比例,Real,生活,2022/6/3 16:37
新冠肺炎災難恐重演 專家憂：這關鍵危機被忽視,Real,國際,2022/8/10 18:55
增7例境外移入確診 無死亡個案,Real,生活,2021/10/23 14:32
輝瑞疫苗與口服藥搶手 2022年營收估破500億美元,Real,國際,2022/2/9 13:57
4／22前兩大類人得打第三劑 健身房運動也入列,Real,財經,2022/4/15 19:24
世衛：默沙東口服藥適用輕症但住院風險高病患,Real,國際,2022/3/3 12:55
日本嚴防COVID-19 皇居賀年2022續停辦,Real,國際,2021/12/2 11:48
今日本土確診＋7 境外＋73,Real,生活,2022/2/24 14:54
今日新增本土11例 境外移入49例,Real,財經,2022/2/12 14:29
《產業》莫德納擬來台設點 強化亞太地區發展,Real,財經,2022/2/16 11:25
研究：抗憂鬱藥可降低新冠住院風險,Real,國際,2021/10/28 17:57
北市宣布：明起國小校園暫停開放 國高中有條件開放戶外場地,Real,生活,2022/1/28 19:55
COVID-19下睽違兩年終解禁 國際遊輪駛入雪梨港,Real,國際,2022/4/18 15:34
賀錦麗將恢復上班 確診一周後再檢呈陰性,Real,國際,2022/5/3 08:56
拜疫苗銷售強勁之賜 輝瑞2021年獲利倍增,Real,國際,2022/2/8 23:47
新加坡擴大接種第4劑對象 短期旅客可自費打疫苗,Real,國際,2022/4/22 23:28
美政界晚宴快樂群聚 多名高官確診新冠,Real,國際,2022/4/7 08:13
裴洛西讓台美走向世界大戰？ 專家憂：殘酷鬥爭將展開,Real,軍事,2022/8/4 18:21
境外移入＋12例 無新增死亡,Real,財經,2021/11/26 14:31
魔王Omicron踢到鐵板! 專家預測夏天「它」將強勢回歸,Real,國際,2022/5/7 18:03
羅馬萬人上街抗議健康通行證 警動用水柱催淚彈,Real,國際,2021/10/10 05:48
美研究：COVID-19染疫者腦損風險上升,Real,國際,2022/9/23 22:42
北韓新增6人發燒亡 部署萬人協助追蹤潛在患者,Real,國際,2022/5/17 10:47
丹麥批准高危族群 服用默沙東COVID-19口服藥,Real,國際,2021/12/16 22:57
24期第三劑疫苗23日開放 3類人預約時間曝,Real,生活,2022/2/22 15:17
今日疫情更新！ 本土個案＋26 境外移入＋22,Real,生活,2022/2/8 14:45
義大利增156人病故 單日確診逾12.6萬例再破紀錄,Real,國際,2021/12/31 07:20
NBA》拯救球季 聯盟縮短防疫隔離至6天,Real,體育,2021/12/28 07:16
全球篩檢量暴跌 COVID傳染與突變模式恐難掌握,Real,國際,2022/4/27 10:58
美媒：NBA下個賽季不會強制要求球員接種疫苗,Real,體育,2022/7/27 13:50
葡萄牙總理確診COVID-19 幾天前才剛勝選,Real,國際,2022/2/2 05:42
全球COVID-19確診數一週激增近1／5 連續10週成長,Real,國際,2021/12/25 23:13
接種第3劑COVID-19疫苗 勞工可請「疫苗接種假」,Real,財經,2022/2/8 16:50
南北疫情升溫 本土＋37 境外＋46,Real,生活,2022/2/10 14:52
最新數據：新冠病毒後遺症 心臟衰竭風險大增72％,Real,健康,2022/2/17 07:43
紐約市長下令 所有民營企業僱主強制員工接種疫苗,Real,國際,2021/12/7 03:14
NBA再宣布2場比賽延期 球隊因COVID-19湊不足8人,Real,體育,2021/12/23 06:38
Gogoro 智慧電動機車十月銷售與掛牌雙創今年新高 PBGN 電動機車加總掛牌高達 9501 輛,Real,生活,2021/11/1 17:30
喬柯維奇事件激怒澳洲人 澳政府大失顏面,Real,體育,2022/1/11 09:31
美因上海封城撤出部分總領館人員 日本不跟進,Real,國際,2022/4/13 13:20
紐約白尾鹿感染Omicron 恐成新變異株宿主,Real,國際,2022/2/9 11:30
頭條揭密》刺胳針：警惕「長新冠」後遺症 女性罹患率高3成,Real,政治,2022/4/29 03:46
澳洲報告：未接種疫苗者 重症病故風險高出16倍,Real,國際,2021/11/9 18:06
北市去年1至11月新冠確診5085人 男性2495 人、女性2590人,Real,寶島,2022/1/19 11:32
COVID-19疫情未歇 世衛：鼻噴疫苗盼成抗疫利器,Real,國際,2022/9/8 14:24
兆豐保險獲首輪核准銷售移工Covid-19住院醫療險 保障最高50萬,Real,財經,2021/12/1 12:49
NBA》黃蜂疑4球員確診 「球弟」共3位先發遭隔離,Real,體育,2021/12/5 07:30
拒絕強制接種疫苗 墨爾本勞工發動暴力示威,Real,國際,2021/9/21 21:35
防疫鎖國18個月 泰國觀光業重啟遊客湧現,Real,國際,2021/11/1 16:54
Omicron症狀各國不同？近8成沖繩患者爆1症狀,Real,國際,2022/1/17 14:00
台灣防疫亂象多 蘇煥智：防疫思維沒從人民角度思考,Real,政治,2022/4/28 14:11
NBA》公牛第10人遭隔離！聯盟喊停兩場比賽,Real,體育,2021/12/14 07:07
東加王國傳首例確診 主島如臨大敵封城一周,Real,國際,2021/11/2 16:04
Covid版世說新語！盤點20大最受網友爭議的新名詞,Real,生活,2022/5/26 10:09
加拿大累計15例Omicron確診 重症病例增幅恐攀升,Real,國際,2021/12/4 11:26
英單日逾18萬人確診 再創新高紀錄,Real,國際,2021/12/30 09:46
青花菜的營養成份可抑制COVID-19與感冒病毒增長,Real,國際,2022/3/29 22:32
3例境外改判本土 本土＋2 境外＋47,Real,生活,2022/2/7 14:30
今本土、死亡＋0 境外移入＋5,Real,生活,2021/11/10 14:21
馬來西亞縮短入境隔離期 已打追加劑只需隔離5天,Real,國際,2022/1/20 20:49
確診數暴增消耗資源 韓國發展居家治療體系,Real,國際,2022/1/25 20:22
春節返台檢疫 指揮中心說明簡易3步驟,Real,生活,2021/12/9 14:46
布林肯召開COVID-19部長會議 是否邀台灣受矚目,Real,國際,2021/11/10 06:06
為Omicron調整疫苗？ 歐盟當局：還需更多證據,Real,國際,2021/12/21 23:56
球王喬帥假造確診報告？外媒揭重大疑點,Real,體育,2022/1/29 07:54
快篩前爆1症狀恐已染Omicron 專家警告：病情全身惡化,Real,國際,2022/1/24 13:10
香港著名抗疫專家袁國勇染疫 笑稱：3年來總算可放假,Real,兩岸,2022/9/8 11:07
嘉玲掰掰！新冠本土+7 境外+75,Real,生活,2022/3/11 15:16
落地旅客驗出確診 香港禁大韓航空班機入境2週,Real,國際,2021/12/27 12:05
《生醫股》逸達治新冠ARDS二／三期臨床 二次通過IDMC審查,Real,財經,2021/11/24 10:34
三劑令影響 柏文4月營收年減9.17％,Real,財經,2022/5/10 08:55
知名學校打疫苗沒換針筒狂扎30人 他冤喊：聽命行事,Real,國際,2022/7/29 17:37
赴柬埔寨出席東協會議後 新加坡外長確診COVID-19,Real,國際,2022/8/6 18:09
民眾不想打疫苗 杜特蒂新招：趁熟睡幫他們打,Real,國際,2021/10/13 03:43
英擴大追加劑接種計畫 籲40到49歲成人施打,Real,國際,2021/11/16 10:46
若有接種疫苗 研究：近32萬美國人不會染疫死亡,Real,國際,2022/5/17 16:12
2／9新冠疫情 本土＋10 境外＋44,Real,生活,2022/2/9 14:41
境外移入＋17例 確診無新增死亡,Real,生活,2021/12/2 14:21
智利擬開始對3歲以上孩童接種COVID-19疫苗,Real,國際,2021/11/26 07:24
快打追加劑 美CDC曝：新冠死亡率降90％,Real,國際,2022/1/6 15:23
英國邊境全面解封 18日起入境毋須做新冠篩檢,Real,生活,2022/3/15 14:33
佛奇：打完3劑參加大型派對也不安全,Real,國際,2021/12/23 13:40
新增72例 分別為40例本土及32例境外移入,Real,生活,2022/2/5 14:30
幕僚染疫 翁山蘇姬隔離中未出庭,Real,國際,2022/3/28 19:35
中研院研發治療抗體 雞尾酒療法對抗COVID-19變異株,Real,健康,2021/10/22 13:47
近40年任期美「防疫隊長」將交棒？ 本人親吐1關鍵,Real,國際,2022/5/16 17:52
本土再＋17 桃園相關群聚累積破百人,Real,生活,2022/1/18 14:32
美CDC開綠燈 全面批准莫德納疫苗供18歲以上接種,Real,國際,2022/2/5 10:19
猴痘如COVID-19流行？ 醫生說有這種狀況才會傳染,Real,健康,2022/7/27 14:02
美國日增病例驟降90％ 多州解除口罩令,Real,國際,2022/2/23 16:06
兆豐保險獲核准銷售移工防疫院醫療險 保障最高50萬元,Real,財經,2021/12/1 10:22
造福窮國 輝瑞授權生產COVID-19抗病毒學名藥,Real,國際,2021/11/17 00:06
今年自購第三批 122萬劑莫德納凌晨抵台,Real,生活,2022/2/28 03:31
打高端也放行! 南韓宣布6／8起全面鬆綁 沒打疫苗入境免隔離,Real,國際,2022/6/3 09:05
長者打疫苗抽房車、黃金元寶 台南1天湧2300人接種,Real,生活,2022/6/28 15:49
防疫鬆綁、BA.2流行釀完美風暴 西歐疫情再起,Real,國際,2022/3/22 14:08
越南自認生活恢復正常 可望取消國內健康申報,Real,國際,2022/4/27 13:07
科技股帶勁 AI、電動車衝鋒,Real,投資理財,2022/1/19 04:10
新增4例確診 分別為1例本土及3例境外,Real,生活,2021/10/9 14:25
比COVID更嚴峻 抗藥性感染一年奪命上百萬,Real,國際,2022/1/20 13:23
「這族群」獲超人免疫力! 以色列研究揭BA.5踢到鐵板了,Real,國際,2022/6/14 17:38
第1~3類民眾 接種第二劑新冠疫苗滿五個月可打第三劑,Real,生活,2021/12/2 14:58
本土+281 境外+78,Real,生活,2022/4/6 17:16
裴洛西離開前再發聲 強調美對台承諾「堅定不移」,Real,國際,2022/8/3 18:03
美親密盟友想將手伸入印太 專家曝弱點：實習生,Real,國際,2022/7/21 17:59
睽違68天本土再＋0！ 境外＋82,Real,生活,2022/3/10 15:34
美國務卿布林肯確診COVID-19 近期未與拜登見面 對中政策重大談話延後,Real,國際,2022/5/5 05:09
盼新冠肺炎降為「季節流感」？ 專家曝2關鍵：恐永難達成,Real,國際,2022/5/15 22:26
綠委爭取延長醫事人員免費心理諮商方案 擴大適用對象,Real,政治,2022/9/27 21:37
應對疫情 拜登：加倍採購輝瑞口服藥Paxlovid,Real,國際,2022/1/5 09:46
拜登染疫狀況好轉仍喉嚨痛 17名密切接觸者篩檢結果曝,Real,國際,2022/7/25 05:31
歐洲疫情升溫 美國務院警示勿前往德國丹麥,Real,國際,2021/11/23 13:51
增8例確診 分別為2例本土及6例境外移入,Real,生活,2021/10/22 15:22
美首席防疫專家佛奇：將於拜登任期結束前退休,Real,國際,2022/7/19 11:23
本土＋17 創今年新高 西堤相關有14人,Real,生活,2022/1/17 14:46
第三劑施打間隔縮短 18歲以上滿12周應打追加劑,Real,生活,2022/1/7 14:40
世衛：Omicron有可能讓歐洲疫情劃下句點,Real,國際,2022/1/24 11:41
李顯龍打疫苗追加劑 籲年長者踴躍接種防重症 ,Real,國際,2021/9/17 15:18
就是這道光！研究發現消毒殺菌的「新紫外線 」,Real,健康,2022/4/3 08:22
美染疫死亡破80萬例 疫苗問世後仍死45萬人,Real,國際,2021/12/15 11:03
石油需求堪憂 OPEC＋堅持小幅增產,Real,國際,2022/5/5 23:02
軍人拒打COVID疫苗 美國陸軍：立即除役,Real,國際,2022/2/3 05:19
國際油價反彈 二檔正向原油ETF本周落底向上,Real,財經,2021/12/8 16:04
世衛建議第3種療法治COVID-19 對象有限制,Real,國際,2021/9/24 13:23
瑞典第4波COVID疫情延燒 總理安德森也確診,Real,國際,2022/1/14 20:39
要有新的兒童疫苗了？ 莫德納將向FDA申請批准兒童施打,Real,國際,2022/4/28 14:24
居隔、居檢有條件放寬 外出2小時改4小時,Real,生活,2021/11/24 14:12
成大防疫宣導惹議 成醫副院長：沒說要領保險才通報,Real,生活,2022/5/21 11:51
美專家籲准12至15歲打BNT追加劑 料CDC迅速決定,Real,國際,2022/1/6 11:49
透過FLARE聯合學習 NVIDIA將協作式人工智慧帶入醫療領域,Real,財經,2021/12/1 10:49
對抗COVID-19 瑞典提供第4劑疫苗給65歲以上民眾,Real,國際,2022/4/4 21:23
世衛：BA.2不會比Omicron本身嚴重,Real,國際,2022/2/23 12:40
美首席防疫專家佛奇確診Covid 已施打兩劑追加劑仍染疫,Real,國際,2022/6/16 04:11
"本土+50,780 境外+48 死亡12例",Real,生活,2022/5/10 15:12
Omicron全球經濟攔路虎 春天何時來,Real,時論廣場,2022/1/20 04:10
日本政府：支援國內藥廠開發Omicron疫苗,Real,國際,2021/12/3 16:18
智利下週開打第4劑COVID-19疫苗 拉美第一國,Real,國際,2022/1/7 05:19
加拿大外長新冠快篩陽性 邊隔離邊工作,Real,國際,2021/12/21 13:28
COVID爆發兩年 研究：世界仍無法應對下次大流行,Real,國際,2021/12/9 11:33
品觀點｜快篩陽性怎麼辦 居隔打1922一般人醫院採檢,Real,生活,2022/4/8 10:46
金門今＋88例 5至11歲第2劑疫苗6月下旬開打,Real,生活,2022/6/16 15:57
喬柯維奇打赤膊備戰美網「祈禱美國政府解禁」,Real,體育,2022/7/31 10:36
越南確診數動輒破10萬 衛生部：平常心看待,Real,國際,2022/3/6 09:27
巴西擬對5至11歲兒童施打COVID-19疫苗,Real,國際,2021/12/18 09:35
美出現首宗Omicron死亡病例 50多歲男性未打疫苗,Real,國際,2021/12/21 15:20
Omicron攪局 華爾街銀行甩不掉遠距辦公,Real,國際,2022/1/30 10:11
土耳其單日確診連破紀錄 11萬例幾全因Omicron,Real,國際,2022/2/3 09:02
泛美衛生組織：美洲各地新冠疫情連8周減緩,Real,國際,2021/11/4 07:09
研究：1／8確診者至少出現1種「長新冠」症狀,Real,國際,2022/8/5 12:57
取消嘉年華遊行卻開放私人派對 巴西防疫惹議,Real,國際,2022/3/1 10:15
25歲以下染Delta亞變異株人數增 世衛密切追蹤,Real,國際,2021/10/28 16:10
本土＋13 高雄也爆確診,Real,生活,2022/1/20 15:19
Omicron像感冒不用怕？1症狀恐喪失工作能力 1／4患者都有,Real,國際,2022/1/20 16:10
